-2.886271277637094E8	NaN
-2.6187221119713685E8	0.09269716527989026
-2.618510593730078E8	8.077154896409364E-5
-2.6184579272557124E8	2.0113141604887845E-5
-2.618408689790341E8	1.8803993319492854E-5
-2.6183546225651643E8	2.0648887008170306E-5
-2.618297134038381E8	2.1955974293110398E-5
-2.6182367943258703E8	2.3045402955331842E-5
-2.6181734900346726E8	2.4178214642330254E-5
-2.6181070261702588E8	2.538558451789903E-5
-2.6180374136453438E8	2.6588876703359242E-5
-2.6179649648730242E8	2.767293238131304E-5
-2.6178902908197063E8	2.8523702310709224E-5
-2.617814237237698E8	2.9051477930486277E-5
-2.6177377822583246E8	2.9205654964345172E-5
-2.6176619197141728E8	2.8980192235448392E-5
-2.6175875538919544E8	2.840925394463417E-5
-2.6175154248736942E8	2.7555532250677034E-5
-2.6174460719519296E8	2.6495706999663298E-5
-2.6173798314208782E8	2.53073145465262E-5
-2.6173168586341316E8	2.4059475812662448E-5
-2.6172571628046533E8	2.280802543309831E-5
-2.6172006451902834E8	2.1594215185726785E-5
-2.6171471345053947E8	2.0445770937356015E-5
-2.6170964165230113E8	1.9379110067862277E-5
-2.6170482569393685E8	1.840191417432149E-5
-2.617002417920909E8	1.7515541923260794E-5
-2.616958669244918E8	1.6717094218718798E-5
-2.6169167952125686E8	1.6001029302220716E-5
-2.6168765983315682E8	1.5360397042021526E-5
-2.616837900688213E8	1.4787721889447693E-5
-2.6168005436631826E8	1.4275635881278188E-5
-2.616764386570402E8	1.3817290304386589E-5
-2.6167293046681225E8	1.340659574075564E-5
-2.61669518702408E8	1.3038277968533637E-5
-2.6166619348388758E8	1.2707702971642713E-5
-2.6166294610062286E8	1.2410404345643532E-5
-2.616597691631846E8	1.2141334818678882E-5
-2.616566569596042E8	1.1894085171604492E-5
-2.6165360585531732E8	1.166071722513196E-5
-2.616506144025655E8	1.1432874169788655E-5
-2.6164768285092512E8	1.1204069392632795E-5
-2.6164481214239174E8	1.097165662656395E-5
-2.6164200291335765E8	1.0736803879631944E-5
-2.6163925503208748E8	1.0502447006110745E-5
-2.616365677517626E8	1.0270937075351097E-5
-2.6163394013385516E8	1.0043007099557093E-5
-2.6163137135291532E8	9.818225183372657E-6
